,Unnamed: 0,rev_page,page_title,date,same_day_revs,prev_day_revs,week_before_revs,month_before_revs,year_before_revs,week_after_revs,day_after_revs,day_after_2_revs,category,category_score,day,around,before,boost,same_day_views,prev_day_views,week_before_views,month_before_views,year_before_views,day_after_views,is_event,link,title,is_first_event,category_score_upd,category_upd
0,0,13,Liste_von_Autoren/A,20220601,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.8439050912857056,Culture.Literature
1,1,37,Liste_von_Autoren/Z,20220601,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.59267657995224,Culture.Literature
2,2,53,Abkürzungen/Gesetze_und_Recht,20220601,1.0,0.0,4.0,4.0,105.0,4.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,-1
3,3,97,Arsen,20220601,0.0,0.0,0.0,2.0,15.0,1.0,1.0,0.0,Culture.Linguistics,0.7122421860694885,20220601.0,148.0,160.0,0.925,30.0,65.0,265.0,1134.0,12981.0,63.0,0,-1,-1,,0.9931061863899231,STEM.STEM*
4,4,145,Angela_Merkel,20220601,0.0,0.0,2.0,10.0,292.0,3.0,1.0,2.0,Culture.Biography.Biography*,0.8596737384796143,,,,,,,,,,,0,-1,-1,,0.8354935646057129,Geography.Regions.Europe.Europe*
5,5,173,Asien,20220601,0.0,0.0,0.0,2.0,13.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,0,-1,-1,,0.9850529432296753,Geography.Regions.Asia.Asia*
6,6,239,Annette_von_Droste-Hülshoff,20220601,1.0,0.0,6.0,14.0,144.0,3.0,1.0,0.0,Geography.Regions.Europe.Western_Europe,0.984585464000702,20220601.0,209.0,259.0,0.806949806949807,44.0,87.0,390.0,1741.0,19857.0,86.0,0,-1,-1,,0.8596737384796143,Culture.Biography.Biography*
7,7,240,Aktualismus_(Geologie),20220601,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1,-1.0,,,,,,,,,,,0,-1,-1,,0.9859463572502136,STEM.STEM*
8,8,259,Aminosäuren,20220601,0.0,0.0,0.0,0.0,37.0,3.0,1.0,1.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9947898983955383,STEM.STEM*
9,9,277,Aldi,20220601,6.0,0.0,2.0,17.0,44.0,16.0,7.0,2.0,History_and_Society.Business_and_economics,0.8031837940216064,20220601.0,13716.0,12695.0,1.08042536431666,2597.0,5574.0,20570.0,83713.0,971867.0,5053.0,0,-1,-1,,0.7879412174224854,Geography.Regions.Europe.Western_Europe
10,10,301,Auge,20220601,0.0,0.0,0.0,5.0,10.0,1.0,1.0,0.0,Geography.Regions.Europe.Southern_Europe,0.9362950325012208,20220601.0,163.0,161.0,1.0124223602484472,29.0,66.0,255.0,1124.0,13692.0,68.0,0,-1,-1,,0.9985549449920654,STEM.STEM*
11,11,412,Asteroid,20220601,2.0,0.0,2.0,6.0,22.0,4.0,2.0,0.0,STEM.Space,0.9951046109199524,20220601.0,5227.0,5099.0,1.0251029613649736,979.0,2395.0,8574.0,36500.0,479575.0,2006.0,0,-1,-1,,0.998977780342102,STEM.Space
12,12,441,Almandin,20220601,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,STEM.Earth_and_environment,0.9937201142311096,20220601.0,2.0,3.0,0.6666666666666666,1.0,2.0,6.0,37.0,215.0,1.0,0,-1,-1,,0.9867871999740601,STEM.STEM*
13,13,467,Bruce_Willis,20220601,0.0,0.0,0.0,6.0,108.0,5.0,2.0,1.0,Culture.Media.Media*,0.9579222798347472,20220601.0,57330.0,69318.0,0.8270579070371332,9960.0,21303.0,110281.0,410306.0,5078444.0,19743.0,0,-1,-1,,0.9903015494346619,Culture.Media.Media*
14,14,506,BRD,20220601,0.0,0.0,0.0,2.0,27.0,3.0,2.0,1.0,Culture.Sports,0.8840492963790894,20220601.0,78.0,64.0,1.21875,20.0,42.0,127.0,483.0,7026.0,27.0,0,-1,-1,,0.9539760947227478,Geography.Regions.Europe.Western_Europe
15,15,538,Bielefeld,20220601,2.0,0.0,0.0,1.0,54.0,4.0,2.0,0.0,Geography.Regions.Europe.Western_Europe,0.9981998205184937,20220601.0,2852.0,1940.0,1.4701030927835053,396.0,815.0,3153.0,14495.0,163368.0,818.0,0,-1,-1,,0.9679093360900879,Geography.Regions.Europe.Western_Europe
16,16,557,Basketball,20220601,8.0,0.0,0.0,0.0,12.0,9.0,1.0,0.0,Culture.Sports,0.9965265989303588,20220601.0,29163.0,28382.0,1.027517440631386,5526.0,11399.0,45612.0,170525.0,1932372.0,11183.0,0,-1,-1,,0.9992306232452393,Culture.Sports
17,17,699,Beteigeuze,20220601,0.0,0.0,0.0,0.0,20.0,1.0,1.0,0.0,STEM.STEM*,0.9947898983955384,20220601.0,8.0,2.0,4.0,2.0,8.0,11.0,20.0,232.0,2.0,0,-1,-1,,1.0000100135803223,STEM.STEM*
18,18,711,Bayreuth,20220601,0.0,2.0,6.0,36.0,213.0,3.0,2.0,0.0,Geography.Regions.Europe.Western_Europe,0.9931061863899232,20220601.0,1506.0,1515.0,0.994059405940594,254.0,584.0,2410.0,9492.0,106474.0,531.0,0,-1,-1,,0.9679093360900879,Geography.Regions.Europe.Western_Europe
19,19,787,Catherine_Deneuve,20220601,0.0,0.0,0.0,0.0,26.0,1.0,1.0,0.0,Culture.Media.Films,0.9539760947227478,20220601.0,8881.0,7478.0,1.187617009895694,2328.0,3879.0,12895.0,47789.0,655134.0,4330.0,0,-1,-1,,0.9019306898117065,Culture.Media.Media*
20,20,810,Chalkogene,20220601,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9976868629455566,STEM.STEM*
21,21,887,Concorde,20220601,0.0,0.0,1.0,1.0,36.0,4.0,2.0,0.0,History_and_Society.Transportation,0.9914325475692748,,,,,,,,,,,0,-1,-1,,0.9993638396263123,STEM.Engineering
22,22,935,Chile,20220601,0.0,0.0,0.0,7.0,66.0,3.0,1.0,0.0,Geography.Regions.Americas.South_America,0.951152205467224,20220601.0,26368.0,25984.0,1.0147783251231528,5451.0,10994.0,42906.0,176243.0,2112956.0,10701.0,0,-1,-1,,0.9284188151359558,Geography.Regions.Americas.South_America
23,23,991,Carl_Amery,20220601,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,Culture.Biography.Biography*,0.9591643214225768,20220601.0,69.0,60.0,1.15,10.0,24.0,99.0,338.0,5415.0,23.0,0,-1,-1,,0.9099169969558716,Culture.Biography.Biography*
24,24,1036,Dortmund,20220601,0.0,0.0,1.0,5.0,110.0,5.0,2.0,1.0,Geography.Regions.Europe.Europe*,0.951152205467224,20220601.0,4207.0,4340.0,0.9693548387096774,778.0,1684.0,6954.0,30035.0,325907.0,1579.0,0,-1,-1,,0.9046605229377747,Geography.Regions.Europe.Europe*
25,25,1072,Domitian,20220601,2.0,0.0,0.0,1.0,26.0,4.0,2.0,0.0,History_and_Society.History,0.9899964332580566,20220601.0,5662.0,5743.0,0.985895873236984,1086.0,2292.0,9205.0,38880.0,455343.0,2186.0,0,-1,-1,,0.9783946871757507,History_and_Society.History
26,26,1236,Eigentum,20220601,0.0,0.0,0.0,0.0,15.0,7.0,7.0,0.0,-1,-1.0,,,,,,,,,,,0,-1,-1,,0.771853506565094,History_and_Society.Politics_and_government
27,27,1316,Erdbeben,20220601,0.0,4.0,8.0,11.0,54.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9974591135978699,STEM.STEM*
28,28,1327,Ennio_Morricone,20220601,0.0,0.0,0.0,0.0,27.0,3.0,3.0,0.0,Culture.Media.Media*,0.9820237755775452,,,,,,,,,,,0,-1,-1,,0.9899964332580566,Culture.Media.Media*
29,29,1428,Enzyklopädie,20220601,0.0,0.0,2.0,2.0,38.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,0,-1,-1,,0.6859594583511353,STEM.Libraries_&_Information
30,30,1447,Eichen,20220601,0.0,0.0,0.0,17.0,37.0,1.0,1.0,0.0,Geography.Regions.Europe.Western_Europe,1.0000100135803225,20220601.0,20.0,40.0,0.5,2.0,7.0,52.0,160.0,1520.0,7.0,0,-1,-1,,0.7663036584854126,STEM.STEM*
31,31,1587,Friedrich_Nietzsche,20220601,2.0,0.0,0.0,10.0,74.0,10.0,5.0,0.0,Culture.Philosophy_and_religion,0.94500470161438,,,,,,,,,,,0,-1,-1,,0.6150978803634644,Geography.Regions.Europe.Europe*
32,32,1733,Farbe,20220601,0.0,0.0,0.0,2.0,16.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9905974268913269,STEM.STEM*
33,33,1917,Glasgow,20220601,0.0,0.0,0.0,7.0,47.0,3.0,2.0,0.0,Geography.Regions.Europe.Europe*,0.91965252161026,20220601.0,17391.0,16061.0,1.0828092895834631,4284.0,7638.0,27125.0,108369.0,1230774.0,7676.0,0,-1,-1,,0.9867871999740601,Geography.Regions.Europe.Europe*
34,34,1924,Glas,20220601,0.0,3.0,9.0,10.0,30.0,2.0,1.0,0.0,-1,-1.0,20220601.0,88.0,74.0,1.1891891891891893,14.0,33.0,116.0,629.0,5999.0,38.0,0,-1,-1,,0.9679093360900879,STEM.STEM*
35,35,2014,Galvanische_Zelle,20220601,0.0,0.0,0.0,10.0,22.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9724247455596924,STEM.STEM*
36,36,2163,Heroin,20220601,0.0,1.0,1.0,1.0,17.0,1.0,1.0,0.0,STEM.STEM*,0.94500470161438,20220601.0,12530.0,12439.0,1.0073157006190208,2576.0,5195.0,20301.0,80609.0,1000728.0,5064.0,0,-1,-1,,0.8933194279670715,STEM.STEM*
37,37,2253,Heinrich_Hertz,20220601,0.0,0.0,0.0,1.0,23.0,2.0,2.0,0.0,STEM.STEM*,0.994098961353302,20220601.0,2289.0,2181.0,1.049518569463549,469.0,988.0,3687.0,14716.0,180656.0,912.0,0,-1,-1,,0.9706977605819702,Culture.Biography.Biography*
38,38,2330,Hohen_Neuendorf,20220601,0.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,Geography.Regions.Europe.Western_Europe,1.0000100135803225,20220601.0,67.0,74.0,0.9054054054054054,12.0,27.0,113.0,341.0,3856.0,27.0,0,-1,-1,,0.9979592561721802,Geography.Regions.Europe.Western_Europe
39,39,2389,Isar,20220601,0.0,1.0,1.0,2.0,18.0,1.0,1.0,0.0,Geography.Regions.Europe.Western_Europe,0.9381340146064758,20220601.0,728.0,726.0,1.002754820936639,147.0,268.0,1138.0,4543.0,54560.0,291.0,0,-1,-1,,0.9416641592979431,Geography.Regions.Europe.Europe*
40,40,2429,Internationaler_Währungsfonds,20220601,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.8706072568893433,History_and_Society.Business_and_economics
41,41,2495,Joschka_Fischer,20220601,0.0,0.0,0.0,1.0,47.0,1.0,1.0,0.0,Culture.Biography.Biography*,0.9124462008476256,20220601.0,794.0,725.0,1.0951724137931034,155.0,303.0,1170.0,4759.0,70872.0,335.0,0,-1,-1,,0.9149109721183777,Geography.Regions.Europe.Western_Europe
42,42,2645,Karl_Dönitz,20220601,0.0,1.0,1.0,1.0,27.0,1.0,1.0,0.0,History_and_Society.Military_and_warfare,0.9893575310707092,20220601.0,10978.0,10626.0,1.0331262939958592,2186.0,4683.0,17477.0,77824.0,952086.0,4294.0,0,-1,-1,,0.9763205647468567,History_and_Society.Military_and_warfare
43,43,2670,Kommunismus,20220601,0.0,0.0,0.0,0.0,46.0,2.0,1.0,1.0,History_and_Society.Politics_and_government,0.8706072568893433,,,,,,,,,,,0,-1,-1,,0.9659096002578735,History_and_Society.Politics_and_government
44,44,2730,Komplexe_Zahl,20220601,0.0,0.0,0.0,10.0,184.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.998803436756134,STEM.STEM*
45,45,2834,Karthago,20220601,3.0,0.0,1.0,11.0,315.0,5.0,1.0,0.0,Culture.Media.Media*,0.8221991658210754,20220601.0,45.0,66.0,0.6818181818181818,8.0,12.0,88.0,320.0,4033.0,19.0,0,-1,-1,,0.7310686111450195,History_and_Society.History
46,46,2966,Leonardo_DiCaprio,20220601,0.0,0.0,2.0,4.0,68.0,3.0,3.0,0.0,Culture.Media.Films,0.966924011707306,20220601.0,74430.0,80081.0,0.9294339481275208,14791.0,29813.0,123576.0,466800.0,7688298.0,29900.0,0,-1,-1,,0.960371196269989,Culture.Media.Films
47,47,2968,Leonberg,20220601,0.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,Geography.Regions.Europe.Western_Europe,0.994455099105835,20220601.0,338.0,339.0,0.9970501474926252,69.0,141.0,547.0,1815.0,22087.0,125.0,0,-1,-1,,0.9981998205184937,Geography.Regions.Europe.Western_Europe
48,48,3132,Luxemburg_(Stadt),20220601,0.0,0.0,0.0,3.0,55.0,3.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0,-1,-1,,0.9553291201591492,Geography.Regions.Europe.Europe*
49,49,3141,Madonna_(Künstlerin),20220601,0.0,0.0,0.0,4.0,60.0,2.0,2.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9566442370414734,Culture.Media.Media*
50,50,3175,Molybdän,20220601,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.99753737449646,STEM.STEM*
51,51,3259,Musical,20220601,8.0,0.0,1.0,1.0,92.0,11.0,3.0,0.0,Culture.Media.Media*,0.998977780342102,20220601.0,465.0,448.0,1.0379464285714286,109.0,201.0,738.0,2709.0,26153.0,201.0,0,-1,-1,,0.9740526676177979,Culture.Media.Music
52,52,3268,Motor,20220601,0.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,STEM.STEM*,0.994098961353302,20220601.0,294.0,251.0,1.1713147410358566,51.0,106.0,428.0,1617.0,23818.0,129.0,0,-1,-1,,0.994455099105835,STEM.STEM*
53,53,3329,Mazedonische_Sprache,20220601,0.0,0.0,2.0,2.0,39.0,2.0,2.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9994742274284363,Culture.Linguistics
54,54,3364,Marseille,20220601,2.0,0.0,0.0,1.0,28.0,12.0,1.0,0.0,Geography.Regions.Europe.Europe*,0.9850529432296752,20220601.0,13011.0,13769.0,0.944948798024548,2564.0,5131.0,21457.0,81168.0,836644.0,4899.0,0,-1,-1,,0.9763205647468567,Geography.Regions.Europe.Europe*
55,55,3729,Ohne_Arbeit_kein_Lohn,20220601,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,-1
56,56,3761,OSI-Modell,20220601,0.0,0.0,0.0,4.0,35.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9955416321754456,STEM.STEM*
57,57,3844,Physikalische_Konstante,20220601,0.0,0.0,0.0,0.0,88.0,5.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9995066523551941,STEM.STEM*
58,58,3975,Primzahl,20220601,0.0,0.0,0.0,0.0,28.0,6.0,4.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9879562258720398,STEM.STEM*
59,59,4085,Prokura,20220601,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.880807101726532,History_and_Society.Business_and_economics
60,60,4197,Quaternion,20220601,0.0,0.0,1.0,1.0,5.0,4.0,1.0,1.0,STEM.STEM*,0.9949496984481812,20220601.0,7410.0,7482.0,0.9903769045709704,1512.0,3134.0,12321.0,46210.0,536886.0,3021.0,0,-1,-1,,0.9988405108451843,STEM.STEM*
61,61,4411,Schweden,20220601,0.0,0.0,1.0,11.0,79.0,3.0,1.0,0.0,Geography.Regions.Europe.Northern_Europe,0.967909336090088,20220601.0,27.0,19.0,1.4210526315789471,5.0,8.0,34.0,223.0,2437.0,10.0,0,-1,-1,,0.9916942119598389,Geography.Regions.Europe.Northern_Europe
62,62,4432,Sergei_Michailowitsch_Eisenstein,20220601,0.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,Culture.Biography.Biography*,0.9433575868606568,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,43.0,-1.0,0,-1,-1,,0.9859463572502136,Geography.Regions.Asia.North_Asia
63,63,4546,Silicium,20220601,0.0,0.0,0.0,2.0,41.0,2.0,2.0,0.0,STEM.STEM*,0.9955416321754456,20220601.0,38.0,41.0,0.926829268292683,4.0,12.0,62.0,328.0,3010.0,15.0,0,-1,-1,,0.9955416321754456,STEM.STEM*
64,64,4613,Seide,20220601,1.0,0.0,2.0,3.0,30.0,5.0,3.0,1.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.6584275364875793,STEM.STEM*
65,65,4663,Saarland,20220601,0.0,0.0,3.0,25.0,121.0,2.0,2.0,0.0,Geography.Regions.Europe.Western_Europe,0.9952548146247864,20220601.0,4080.0,3893.0,1.0480349344978166,831.0,1639.0,6284.0,25893.0,333871.0,1587.0,0,-1,-1,,0.960371196269989,Geography.Regions.Europe.Western_Europe
66,66,4704,Senegal,20220601,1.0,0.0,0.0,0.0,59.0,4.0,1.0,0.0,Geography.Regions.Africa.Africa*,0.9591643214225768,20220601.0,22194.0,23022.0,0.964034401876466,4371.0,8702.0,36092.0,130610.0,1592126.0,8390.0,0,-1,-1,,0.9539760947227478,Geography.Regions.Africa.Africa*
67,67,4747,Sojabohne,20220601,0.0,0.0,0.0,2.0,23.0,6.0,3.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9219318628311157,STEM.STEM*
68,68,5041,Titan,20220601,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,-1,-1.0,20220601.0,968.0,938.0,1.0319829424307037,210.0,405.0,1529.0,5791.0,70619.0,391.0,0,-1,-1,,0.8175845146179199,Culture.Media.Media*
69,69,5076,Tübingen,20220601,0.0,0.0,0.0,0.0,47.0,2.0,2.0,0.0,Geography.Regions.Europe.Western_Europe,0.984585464000702,20220601.0,1658.0,1839.0,0.9015769439912996,331.0,658.0,2807.0,10183.0,121841.0,634.0,0,-1,-1,,0.9263137578964233,Geography.Regions.Europe.Western_Europe
70,70,5183,Türme_von_Hanoi,20220601,0.0,0.0,0.0,15.0,20.0,17.0,7.0,10.0,-1,-1.0,,,,,,,,,,,0,-1,-1,,0.9903015494346619,STEM.STEM*
71,71,5265,Tiflis,20220601,0.0,0.0,5.0,5.0,16.0,8.0,8.0,0.0,Geography.Regions.Asia.West_Asia,0.8903042674064636,20220601.0,247.0,431.0,0.5730858468677494,46.0,102.0,601.0,1908.0,19833.0,102.0,0,-1,-1,,0.9219318628311157,Geography.Regions.Asia.West_Asia
72,72,5344,Ungarn,20220601,2.0,0.0,0.0,25.0,192.0,7.0,1.0,0.0,Geography.Regions.Europe.Eastern_Europe,0.9481645226478576,,,,,,,,,,,0,-1,-1,,0.9748311638832092,Geography.Regions.Europe.Eastern_Europe
73,73,5437,Veda,20220601,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,Culture.Philosophy_and_religion,0.8267217874526978,20220601.0,448.0,596.0,0.7516778523489933,90.0,187.0,891.0,3022.0,33825.0,164.0,0,-1,-1,,0.9539760947227478,Geography.Regions.Asia.South_Asia
74,74,5450,Vitamin_D,20220601,0.0,0.0,1.0,1.0,58.0,4.0,2.0,0.0,STEM.STEM*,0.9905974268913268,20220601.0,13927.0,13180.0,1.0566767830045525,2884.0,5771.0,21914.0,91795.0,1132309.0,5675.0,0,-1,-1,,0.9960646033287048,STEM.STEM*
75,75,5545,Statistik,20220601,1.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,STEM.STEM*,0.9859463572502136,20220601.0,2.0,10.0,0.2,-1.0,-1.0,12.0,43.0,584.0,1.0,0,-1,-1,,0.9928885698318481,STEM.Mathematics
76,76,5569,"Washington,_D.C.",20220601,0.0,0.0,0.0,4.0,43.0,2.0,2.0,0.0,Geography.Regions.Americas.North_America,0.9724247455596924,20220601.0,53213.0,55525.0,0.9583610986042324,10874.0,21762.0,90993.0,325816.0,3680512.0,21354.0,0,-1,-1,,0.983095109462738,Geography.Regions.Americas.North_America
77,77,5595,Warschau,20220601,0.0,0.0,1.0,1.0,54.0,2.0,2.0,0.0,Geography.Regions.Europe.Europe*,0.9790457487106324,,,,,,,,,,,0,-1,-1,,0.9908843636512756,Geography.Regions.Europe.Eastern_Europe
78,78,5623,Wasser,20220601,0.0,0.0,0.0,0.0,58.0,2.0,2.0,0.0,-1,-1.0,20220601.0,68.0,62.0,1.096774193548387,13.0,23.0,95.0,444.0,4131.0,26.0,0,-1,-1,,0.983095109462738,STEM.STEM*
79,79,5762,Zwölftontechnik,20220601,0.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,1.0000100135803223,Culture.Media.Music
80,80,5767,Zweiter_Weltkrieg,20220601,0.0,0.0,2.0,5.0,94.0,3.0,1.0,1.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,0.9591643214225769,History_and_Society.Military_and_warfare
81,81,5835,2002,20220601,1.0,0.0,0.0,5.0,42.0,2.0,1.0,0.0,-1,-1.0,20220601.0,2525.0,3718.0,0.6791285637439484,507.0,1079.0,5382.0,19200.0,179016.0,1007.0,0,-1,-1,,-1.0,-1
82,82,5856,1970er,20220601,0.0,0.0,1.0,1.0,13.0,14.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0,-1,-1,,0.8479777574539185,Culture.Media.Media*
83,83,5867,1980,20220601,0.0,0.0,0.0,3.0,96.0,1.0,1.0,0.0,History_and_Society.History,0.546748161315918,20220601.0,1910.0,2361.0,0.8089792460821685,406.0,845.0,3586.0,14242.0,136989.0,767.0,0,-1,-1,,-1.0,-1
84,84,5897,24._Mai,20220601,0.0,0.0,0.0,5.0,29.0,5.0,1.0,2.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,-1
85,85,5907,1883,20220601,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,-1,-1.0,20220601.0,832.0,877.0,0.9486887115165336,143.0,325.0,1419.0,5963.0,229664.0,299.0,0,-1,-1,,-1.0,-1
86,86,5914,1935,20220601,1.0,0.0,1.0,5.0,70.0,3.0,2.0,0.0,History_and_Society.History,0.538993239402771,20220601.0,846.0,940.0,0.9,147.0,311.0,1415.0,6084.0,61198.0,326.0,0,-1,-1,,-1.0,-1
87,87,5918,1._Juni,20220601,0.0,0.0,2.0,3.0,34.0,6.0,1.0,3.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,-1
88,88,5947,5._August,20220601,0.0,0.0,0.0,0.0,36.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,-1
89,89,5949,4._Oktober,20220601,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,-1
90,90,5973,29._September,20220601,0.0,0.0,0.0,2.0,40.0,1.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,-1
91,91,5995,29._Mai,20220601,0.0,2.0,6.0,8.0,30.0,2.0,1.0,0.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,-1
92,92,6014,3._September,20220601,0.0,0.0,0.0,2.0,41.0,6.0,3.0,1.0,-1,-1.0,20220601.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,-1
93,93,6022,1971,20220601,0.0,0.0,0.0,2.0,74.0,1.0,1.0,0.0,-1,-1.0,20220601.0,1594.0,1554.0,1.0257400257400258,317.0,693.0,2585.0,11532.0,153362.0,620.0,0,-1,-1,,-1.0,-1
94,94,6034,1967,20220601,0.0,0.0,0.0,6.0,60.0,2.0,2.0,0.0,-1,-1.0,20220601.0,2323.0,1622.0,1.432182490752158,354.0,766.0,2727.0,11095.0,112330.0,1258.0,0,-1,-1,,-1.0,-1
95,95,6036,1956,20220601,0.0,0.0,3.0,6.0,62.0,2.0,2.0,0.0,-1,-1.0,20220601.0,1065.0,1133.0,0.939982347749338,241.0,465.0,1851.0,7533.0,82922.0,461.0,0,-1,-1,,-1.0,-1
96,96,6042,1948,20220601,0.0,0.0,0.0,4.0,71.0,4.0,2.0,0.0,-1,-1.0,20220601.0,1165.0,1158.0,1.0060449050086355,245.0,471.0,1897.0,9540.0,88056.0,492.0,0,-1,-1,,-1.0,-1
97,97,6046,1942,20220601,0.0,0.0,2.0,5.0,107.0,1.0,1.0,0.0,-1,-1.0,20220601.0,2331.0,2225.0,1.0476404494382023,866.0,1315.0,3959.0,15124.0,125914.0,1186.0,0,-1,-1,,-1.0,-1
